Id,LotArea,Street,Alley,Utilities,Neighborhood,BldgType,HouseStyle,YearBuilt,RoofStyle,Foundation,Electrical,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageCars,SaleCondition,SalePrice
408,15576,Pave,,AllPub,Crawfor,1Fam,2Story,1915,Gable,BrkTil,SBrkr,1680,2,4,1,0,1,Normal,177000
409,14154,Pave,,AllPub,NridgHt,1Fam,2Story,2006,Gable,PConc,SBrkr,2172,2,3,1,1,3,Partial,280000
410,10800,Pave,,AllPub,Somerst,1Fam,2Story,2007,Gable,PConc,SBrkr,2078,2,3,1,1,3,Partial,339750
411,9571,Pave,,AllPub,Edwards,1Fam,1Story,1958,Gable,CBlock,FuseA,1276,1,3,1,0,1,Abnorml,60000
412,34650,Pave,,AllPub,Gilbert,2fmCon,1Story,1955,Hip,CBlock,SBrkr,1056,1,3,1,0,2,Normal,145000
413,4403,Pave,,AllPub,Somerst,1Fam,1Story,2009,Gable,PConc,SBrkr,1478,2,2,1,1,2,Partial,222000
414,8960,Pave,Grvl,AllPub,OldTown,1Fam,1Story,1927,Gable,CBlock,FuseA,1028,1,2,1,1,2,Normal,115000
415,11228,Pave,,AllPub,SawyerW,1Fam,2Story,1993,Gable,PConc,SBrkr,2097,2,3,1,1,3,Normal,228000
416,8899,Pave,,AllPub,Gilbert,1Fam,1Story,2007,Gable,PConc,SBrkr,1340,2,3,1,0,2,Partial,181134
417,7844,Pave,,AllPub,Sawyer,1Fam,2Story,1978,Hip,CBlock,SBrkr,1400,1,3,1,1,2,Normal,149500
418,22420,Pave,,AllPub,Crawfor,1Fam,2Story,1918,Hip,BrkTil,FuseA,2624,2,4,1,1,3,Normal,239000
419,8160,Pave,,AllPub,Edwards,1Fam,1.5Fin,1940,Gable,BrkTil,FuseF,1134,1,3,1,0,1,AdjLand,126000
420,8450,Pave,,AllPub,NAmes,1Fam,1Story,1968,Gable,CBlock,SBrkr,1056,1,3,1,1,1,Normal,142000
421,7060,Pave,,AllPub,Mitchel,Duplex,SFoyer,1997,Gable,PConc,SBrkr,1344,2,2,2,0,4,Alloca,206300
422,16635,Pave,,AllPub,NWAmes,1Fam,1Story,1977,Gable,CBlock,SBrkr,1602,2,3,1,1,2,Normal,215000
423,21750,Pave,,AllPub,Mitchel,1Fam,1Story,1954,Hip,CBlock,FuseA,988,1,2,1,0,2,Normal,113000
424,9200,Pave,,AllPub,NoRidge,1Fam,2Story,1998,Gable,PConc,SBrkr,2630,2,4,1,1,3,Normal,315000
425,9000,Pave,,AllPub,NAmes,1Fam,1Story,1956,Gable,CBlock,FuseA,1196,1,2,1,1,1,Normal,139000
426,3378,Pave,Grvl,AllPub,OldTown,1Fam,2Story,1946,Gable,CBlock,SBrkr,1389,1,3,1,2,1,Normal,135000
427,12800,Pave,,AllPub,SawyerW,1Fam,SLvl,1989,Gable,PConc,SBrkr,1644,2,2,1,1,2,Normal,275000
428,8593,Pave,,AllPub,NAmes,1Fam,1Story,1957,Hip,CBlock,SBrkr,907,1,3,1,0,1,Normal,109008
429,6762,Pave,,AllPub,CollgCr,1Fam,1Story,2007,Gable,PConc,SBrkr,1208,2,2,1,0,2,Partial,195400
430,11457,Pave,,AllPub,Timber,1Fam,1Story,1988,Gable,CBlock,SBrkr,1412,2,3,1,1,2,Normal,175000
431,1680,Pave,,AllPub,BrDale,Twnhs,2Story,1971,Gable,CBlock,SBrkr,987,1,2,1,0,1,Abnorml,85400
432,5586,Pave,,AllPub,OldTown,1Fam,1.5Fin,1920,Gable,BrkTil,SBrkr,1198,1,4,1,0,0,Abnorml,79900
433,1920,Pave,,AllPub,BrDale,TwnhsE,2Story,1971,Gable,CBlock,SBrkr,1365,1,2,1,0,2,Normal,122500
434,10839,Pave,,AllPub,Gilbert,1Fam,2Story,1997,Gable,PConc,SBrkr,1604,2,3,1,1,2,Normal,181000
435,1890,Pave,,AllPub,MeadowV,Twnhs,SFoyer,1972,Gable,CBlock,SBrkr,630,1,1,1,0,0,Normal,81000
436,10667,Pave,,AllPub,CollgCr,1Fam,2Story,1996,Gable,PConc,SBrkr,1661,2,3,1,1,2,Normal,212000
437,4400,Pave,,AllPub,OldTown,1Fam,1.5Fin,1920,Gable,BrkTil,FuseA,1118,1,2,1,0,2,Normal,116000
438,6000,Pave,,AllPub,BrkSide,1Fam,1.5Unf,1926,Gable,PConc,SBrkr,904,1,2,1,0,1,Normal,119000
439,4280,Pave,,AllPub,Crawfor,1Fam,1Story,1913,Gable,PConc,SBrkr,694,1,2,1,1,1,Normal,90350
440,12354,Pave,Grvl,AllPub,Edwards,1Fam,1.5Fin,1920,Gable,BrkTil,SBrkr,1196,1,3,1,0,2,Normal,110000
441,15431,Pave,,AllPub,NridgHt,1Fam,1Story,2008,Hip,PConc,SBrkr,2402,2,2,1,2,3,Normal,555000
442,12108,Pave,,AllPub,Edwards,Duplex,1Story,1955,Gable,CBlock,FuseF,1440,2,4,2,0,0,Normal,118000
443,6240,Pave,,AllPub,BrkSide,1Fam,1.5Fin,1930,Gable,PConc,SBrkr,1573,2,3,1,1,2,Normal,162900
444,3922,Pave,,AllPub,Blmngtn,TwnhsE,1Story,2006,Gable,PConc,SBrkr,1258,2,2,1,1,3,Partial,172500
445,8750,Pave,,AllPub,CollgCr,1Fam,2Story,1994,Gable,PConc,SBrkr,1908,2,4,1,1,2,Normal,210000
446,9855,Pave,,AllPub,Edwards,1Fam,1Story,1956,Hip,CBlock,SBrkr,1689,1,3,1,1,2,Normal,127500
447,16492,Pave,,AllPub,NAmes,1Fam,1Story,1966,Gable,CBlock,SBrkr,1888,2,2,1,1,2,Normal,190000
448,11214,Pave,,AllPub,Gilbert,1Fam,2Story,1998,Gable,PConc,SBrkr,1886,2,4,1,1,2,Normal,199900
449,8600,Pave,,AllPub,IDOTRR,1Fam,1.5Fin,1937,Gable,BrkTil,SBrkr,1376,2,3,1,1,1,Normal,119500
450,6000,Pave,,AllPub,OldTown,1Fam,1.5Fin,1948,Gable,CBlock,SBrkr,1183,1,2,1,0,1,Normal,120000
451,5684,Pave,,AllPub,OldTown,1Fam,1Story,1930,Hip,BrkTil,FuseA,813,1,2,1,0,1,Normal,110000
452,70761,Pave,,AllPub,ClearCr,1Fam,1Story,1975,Gable,CBlock,SBrkr,1533,2,2,1,2,2,Normal,280000
453,9303,Pave,,AllPub,Timber,1Fam,2Story,1996,Hip,PConc,SBrkr,1756,2,3,1,0,2,Normal,204000
454,9000,Pave,,AllPub,Somerst,1Fam,2Story,2008,Gable,PConc,SBrkr,1590,2,3,1,0,2,Normal,210000
455,9297,Pave,,AllPub,Mitchel,Duplex,1Story,1976,Gable,CBlock,SBrkr,1728,2,4,2,0,2,Family,188000
456,9600,Pave,,AllPub,NWAmes,1Fam,1Story,1973,Hip,CBlock,SBrkr,1242,1,3,1,1,2,Normal,175500
457,4571,Pave,Grvl,AllPub,OldTown,1Fam,2Story,1916,Gable,BrkTil,SBrkr,1344,1,4,1,0,3,Abnorml,98000
458,53227,Pave,,AllPub,ClearCr,1Fam,1Story,1954,Flat,CBlock,SBrkr,1663,1,2,1,2,2,Normal,256000
459,5100,Pave,Grvl,AllPub,OldTown,1Fam,2Story,1925,Hip,PConc,SBrkr,1666,1,3,1,1,1,Normal,161000
460,7015,Pave,,AllPub,BrkSide,1Fam,1.5Fin,1950,Gable,CBlock,SBrkr,1203,1,3,1,1,1,Normal,110000
461,8004,Pave,,AllPub,Somerst,1Fam,2Story,2009,Gable,PConc,SBrkr,1935,2,3,1,0,2,Partial,263435
462,7200,Pave,,AllPub,SWISU,1Fam,2Story,1936,Gable,PConc,SBrkr,1135,1,3,1,0,2,Normal,155000
463,8281,Pave,,AllPub,Sawyer,1Fam,1Story,1965,Gable,CBlock,SBrkr,864,1,3,1,1,1,Normal,62383
464,11988,Pave,,AllPub,Crawfor,1Fam,2Story,1934,Hip,CBlock,FuseA,1660,1,3,1,1,1,Normal,188700
465,8430,Pave,,AllPub,CollgCr,1Fam,1Story,1978,Gable,CBlock,SBrkr,1040,2,3,1,0,0,Normal,124000
466,3072,Pave,,AllPub,Blmngtn,TwnhsE,1Story,2004,Hip,PConc,SBrkr,1414,2,2,1,1,2,Normal,178740
467,10628,Pave,,AllPub,NAmes,1Fam,1Story,1970,Flat,CBlock,SBrkr,1277,1,2,1,1,2,Normal,167000
468,9480,Pave,,AllPub,NAmes,1Fam,2Story,1942,Gable,CBlock,SBrkr,1644,1,3,1,2,1,Normal,146500
469,11428,Pave,,AllPub,NridgHt,1Fam,1Story,2006,Gable,PConc,SBrkr,1634,2,3,1,1,3,Normal,250000
470,9291,Pave,,AllPub,SawyerW,1Fam,2Story,1993,Gable,PConc,SBrkr,1710,2,3,1,0,2,Normal,187000
471,6820,Pave,,AllPub,StoneBr,TwnhsE,1Story,1985,Gable,PConc,SBrkr,1502,1,1,1,0,2,Normal,212000
472,11952,Pave,,AllPub,NWAmes,1Fam,2Story,1977,Mansard,CBlock,SBrkr,1969,2,3,1,1,2,Normal,190000
473,3675,Pave,,AllPub,Edwards,TwnhsE,SLvl,2005,Gable,PConc,SBrkr,1072,1,2,1,0,2,Normal,148000
474,14977,Pave,,AllPub,NridgHt,1Fam,1Story,2006,Gable,PConc,SBrkr,1976,2,2,1,1,3,Partial,440000
475,5330,Pave,,AllPub,StoneBr,TwnhsE,1Story,2000,Gable,PConc,SBrkr,1652,2,2,1,0,2,Normal,251000
476,8480,Pave,,AllPub,Sawyer,1Fam,1Story,1963,Hip,CBlock,SBrkr,970,1,2,1,0,2,Normal,132500
477,13125,Pave,,AllPub,CollgCr,1Fam,1Story,1997,Gable,PConc,SBrkr,1493,2,3,1,1,2,Normal,208900
478,13693,Pave,,AllPub,NridgHt,1Fam,2Story,2006,Hip,PConc,SBrkr,2643,2,3,1,1,3,Normal,380000
479,10637,Pave,,AllPub,CollgCr,1Fam,1Story,2007,Hip,PConc,SBrkr,1718,2,3,1,1,3,Normal,297000
480,5925,Pave,,AllPub,OldTown,1Fam,1Story,1937,Hip,BrkTil,SBrkr,1131,1,2,1,0,2,Alloca,89471
481,16033,Pave,,AllPub,NridgHt,1Fam,1Story,2004,Hip,PConc,SBrkr,1850,2,3,1,1,3,Normal,326000
482,11846,Pave,,AllPub,NridgHt,1Fam,1Story,2003,Hip,PConc,SBrkr,1792,2,2,1,1,3,Normal,374000
483,2500,Pave,Pave,AllPub,OldTown,1Fam,2Story,1915,Gable,PConc,SBrkr,1826,1,4,1,1,1,Normal,155000
484,4500,Pave,,AllPub,Mitchel,Twnhs,1Story,1998,Hip,PConc,SBrkr,1216,2,2,1,0,2,Normal,164000
485,7758,Pave,,AllPub,Sawyer,1Fam,1Story,1962,Gable,CBlock,SBrkr,999,1,3,1,0,1,Normal,132500
486,9600,Pave,,AllPub,NAmes,1Fam,1Story,1950,Gable,CBlock,SBrkr,1113,1,3,1,1,1,Normal,147000
487,10289,Pave,,AllPub,NAmes,1Fam,1Story,1965,Hip,CBlock,SBrkr,1073,1,3,1,0,2,Normal,156000
488,12243,Pave,,AllPub,NWAmes,1Fam,1Story,1971,Gable,CBlock,SBrkr,1484,2,3,1,1,2,Normal,175000
489,10800,Pave,,AllPub,OldTown,2fmCon,1.5Fin,1900,Gable,CBlock,FuseA,2414,2,3,2,1,2,Normal,160000
490,1526,Pave,,AllPub,MeadowV,Twnhs,SFoyer,1970,Gable,CBlock,SBrkr,630,1,1,1,0,1,Normal,86000
491,2665,Pave,,AllPub,MeadowV,TwnhsE,2Story,1976,Gable,PConc,SBrkr,1304,1,3,1,1,1,Normal,115000
492,9490,Pave,,AllPub,NAmes,1Fam,1.5Fin,1941,Gable,CBlock,FuseA,1578,1,3,1,2,1,Normal,133000
493,15578,Pave,,AllPub,Gilbert,1Fam,2Story,2006,Gable,PConc,SBrkr,1456,2,3,1,0,2,Partial,172785
494,7931,Pave,,AllPub,NAmes,1Fam,1Story,1960,Gable,CBlock,FuseA,1269,1,3,1,1,1,Normal,155000
495,5784,Pave,,AllPub,OldTown,1Fam,1Story,1938,Gable,BrkTil,FuseA,886,1,2,1,0,1,Normal,91300
496,7879,Pave,,AllPub,IDOTRR,1Fam,1Story,1920,Gable,CBlock,FuseA,720,1,2,1,0,0,Abnorml,34900
497,12692,Pave,,AllPub,NoRidge,1Fam,1Story,1992,Hip,PConc,SBrkr,3228,3,4,1,1,2,Normal,430000
498,9120,Pave,Pave,AllPub,BrkSide,1Fam,1.5Fin,1925,Gable,PConc,SBrkr,1820,2,4,1,0,1,Normal,184000
499,7800,Pave,,AllPub,Sawyer,1Fam,1Story,1967,Hip,PConc,SBrkr,899,1,3,1,0,1,Normal,130000
500,7535,Pave,,AllPub,NAmes,1Fam,1Story,1958,Gable,CBlock,SBrkr,912,1,2,1,0,1,Normal,120000
501,1890,Pave,,AllPub,BrDale,Twnhs,2Story,1973,Gable,CBlock,SBrkr,1218,1,3,1,0,1,Normal,113000
502,9803,Pave,,AllPub,Somerst,1Fam,2Story,2005,Gable,PConc,SBrkr,1768,2,3,1,0,2,Normal,226700
503,9170,Pave,,AllPub,Edwards,1Fam,1Story,1965,Hip,CBlock,SBrkr,1214,1,2,1,0,2,Normal,140000
504,15602,Pave,,AllPub,Crawfor,1Fam,1Story,1959,Gable,CBlock,SBrkr,1801,2,1,1,2,2,Normal,289000
505,2308,Pave,,AllPub,NPkVill,TwnhsE,2Story,1974,Gable,CBlock,SBrkr,1322,2,3,1,1,2,Normal,147000
506,7596,Pave,Grvl,AllPub,OldTown,Duplex,2Story,1952,Hip,CBlock,SBrkr,1960,2,4,2,0,2,Normal,124500
507,9554,Pave,,AllPub,SawyerW,,2Story,1993,Gable,PConc,SBrkr,1911,2,3,1,1,2,Normal,215000
508,7862,Pave,,AllPub,Somerst,1Fam,1Story,2009,Gable,PConc,SBrkr,1218,2,2,1,0,2,Partial,208300
509,9600,Pave,,AllPub,OldTown,1Fam,2Story,1928,Gambrel,BrkTil,SBrkr,1378,2,3,1,1,2,Normal,161000
510,9600,Pave,,AllPub,NAmes,1Fam,1Story,1959,Gable,CBlock,SBrkr,1041,1,3,1,0,1,Normal,124500
511,14559,Pave,,AllPub,NAmes,1Fam,1Story,1951,Hip,CBlock,SBrkr,1363,1,2,1,2,1,Normal,164900
512,6792,Pave,,AllPub,NridgHt,TwnhsE,1Story,2005,Gable,PConc,SBrkr,1368,2,2,1,1,2,Partial,202665
513,9100,Pave,,AllPub,NAmes,1Fam,1Story,1958,Gable,CBlock,SBrkr,864,1,3,1,0,2,Normal,129900
514,9187,Pave,,AllPub,Mitchel,1Fam,1Story,1983,Gable,PConc,SBrkr,1080,1,3,1,0,2,Normal,134000
515,10594,Pave,,AllPub,Crawfor,1Fam,1.5Unf,1926,Gable,BrkTil,SBrkr,789,1,2,1,0,1,Normal,96500
516,12220,Pave,,,NridgHt,1Fam,1Story,2009,Hip,CBlock,SBrkr,2020,2,3,1,1,3,Partial,402861
517,10448,Pave,,AllPub,NWAmes,1Fam,SLvl,1972,Gable,CBlock,SBrkr,2119,2,3,1,1,2,Abnorml,158000
518,10208,Pave,,AllPub,NoRidge,1Fam,2Story,1996,Gable,PConc,SBrkr,2344,2,3,1,1,3,Normal,265000
519,9531,Pave,,AllPub,CollgCr,1Fam,2Story,1998,Gable,PConc,SBrkr,1796,2,3,1,0,2,Normal,211000
520,10918,Pave,,AllPub,Crawfor,1Fam,2Story,1926,Gambrel,BrkTil,SBrkr,2080,1,3,1,2,1,Normal,234000
521,10800,Pave,Grvl,AllPub,OldTown,2fmCon,2Story,1900,Gable,BrkTil,FuseA,1294,2,3,2,0,0,Normal,106250
522,11988,Pave,,AllPub,NAmes,1Fam,1Story,1957,Gable,CBlock,FuseA,1244,1,3,1,2,1,Normal,150000
523,5000,Pave,,AllPub,BrkSide,1Fam,1.5Fin,1947,Gable,CBlock,SBrkr,1664,2,3,1,2,2,Normal,159000
524,40094,Pave,,AllPub,Edwards,1Fam,2Story,2007,Hip,PConc,SBrkr,4676,3,3,1,1,3,Partial,184750
525,11787,Pave,,AllPub,NoRidge,1Fam,2Story,1996,Gable,PConc,SBrkr,2398,2,3,1,1,3,Normal,315750
526,7500,Pave,Pave,AllPub,Somerst,1Fam,1Story,2005,Gable,PConc,SBrkr,1266,2,3,1,1,2,Normal,176000
527,13300,Pave,,,NAmes,1Fam,1Story,1956,Hip,CBlock,SBrkr,928,1,2,1,0,1,Normal,132000
528,14948,Pave,,AllPub,NridgHt,1Fam,2Story,2008,Hip,PConc,SBrkr,2713,2,3,1,1,3,Partial,446261
529,9098,Pave,,AllPub,Edwards,1Fam,1Story,1920,Gable,BrkTil,SBrkr,605,1,2,1,0,0,Normal,86000
530,32668,Pave,,AllPub,Crawfor,1Fam,1Story,1957,Hip,PConc,SBrkr,2515,3,4,2,2,2,Alloca,200624
531,10200,Pave,,AllPub,Timber,1Fam,SLvl,1988,Gable,CBlock,SBrkr,1509,2,3,1,1,2,Abnorml,175000
532,6155,Pave,,AllPub,BrkSide,1Fam,2Story,1920,Gable,BrkTil,SBrkr,1362,2,3,1,0,2,Normal,128000
533,7200,Pave,,AllPub,NAmes,1Fam,1Story,1955,Gable,Slab,SBrkr,827,1,2,1,1,1,Normal,107500
534,5000,Pave,,AllPub,BrkSide,1Fam,1Story,1946,Gable,Slab,FuseF,334,1,1,1,0,0,Normal,39300
535,9056,Pave,,AllPub,Gilbert,1Fam,2Story,2004,Gable,PConc,SBrkr,1414,2,3,1,1,2,Normal,178000
536,7000,Pave,,AllPub,Edwards,2fmCon,2Story,1910,Gable,CBlock,SBrkr,1347,1,3,1,0,0,Normal,107500
537,8924,Pave,,AllPub,CollgCr,1Fam,2Story,1998,Gable,PConc,SBrkr,1724,2,3,1,0,2,Normal,188000
538,12735,Pave,,AllPub,NAmes,1Fam,1Story,1972,Hip,CBlock,SBrkr,864,1,3,1,0,2,Normal,111250
539,11553,Pave,,AllPub,Sawyer,1Fam,1Story,1968,Hip,CBlock,SBrkr,1159,1,3,1,1,1,Normal,158000
540,11423,Pave,,AllPub,CollgCr,1Fam,1Story,2001,Gable,PConc,SBrkr,1601,2,3,1,1,2,Normal,272000
541,14601,Pave,,AllPub,Timber,1Fam,1Story,2006,Hip,PConc,SBrkr,1838,2,2,1,1,3,Normal,315000
542,11000,Pave,,AllPub,NoRidge,1Fam,2Story,2000,Gable,PConc,SBrkr,2285,2,4,1,1,3,Normal,248000
543,10140,Pave,,AllPub,NWAmes,1Fam,1Story,1998,Hip,PConc,SBrkr,1680,2,3,1,1,2,Normal,213250
544,4058,Pave,,AllPub,NAmes,TwnhsE,SFoyer,1998,Gable,PConc,SBrkr,767,1,1,1,0,1,Normal,133000
545,17104,Pave,,AllPub,Gilbert,1Fam,2Story,2006,Gable,PConc,SBrkr,1496,2,3,1,1,2,Partial,179665
546,13837,Pave,,,NWAmes,1Fam,1.5Fin,1988,Gable,PConc,SBrkr,2183,2,4,1,0,3,Normal,229000
547,8737,Pave,,AllPub,BrkSide,1Fam,1.5Fin,1923,Gable,BrkTil,FuseA,1635,1,3,1,1,2,Normal,210000
548,7244,Pave,,AllPub,Mitchel,1Fam,SFoyer,1970,Gable,CBlock,SBrkr,768,1,2,1,0,2,Normal,129500
549,8235,Pave,,AllPub,OldTown,1Fam,1Story,1955,Gable,CBlock,SBrkr,825,1,2,1,0,2,Normal,125000
550,9375,Pave,,AllPub,Somerst,1Fam,2Story,2003,Gable,PConc,SBrkr,2094,2,4,1,1,2,Normal,263000
551,4043,Pave,,AllPub,NPkVill,TwnhsE,1Story,1977,Gable,CBlock,SBrkr,1069,2,2,1,0,2,Abnorml,140000
552,6000,Pave,,AllPub,OldTown,1Fam,1Story,1957,Hip,CBlock,FuseA,928,1,3,1,0,1,Normal,112500
553,11146,Pave,,AllPub,NridgHt,1Fam,1Story,2006,Gable,PConc,SBrkr,1717,2,3,1,1,3,Normal,255500
554,8777,Pave,,AllPub,Edwards,1Fam,1Story,1949,Gable,CBlock,SBrkr,1126,2,2,1,0,2,Normal,108000
555,10625,Pave,,AllPub,NridgHt,1Fam,2Story,2003,Gable,PConc,SBrkr,2046,2,3,1,1,3,Normal,284000
556,6380,Pave,,AllPub,BrkSide,1Fam,1.5Unf,1922,Gable,BrkTil,FuseA,1048,1,2,1,1,1,Normal,113000
557,14850,Pave,,AllPub,NAmes,1Fam,1Story,1957,Gable,CBlock,FuseA,1092,1,2,1,1,1,Normal,141000
558,,Pave,,AllPub,IDOTRR,1Fam,1.5Fin,1920,Gable,CBlock,SBrkr,1336,1,3,1,0,1,Normal,108000
559,21872,Pave,,AllPub,Gilbert,1Fam,2Story,1996,Gable,PConc,SBrkr,1446,2,3,1,1,2,Normal,175000
560,3196,Pave,,AllPub,Blmngtn,TwnhsE,1Story,2003,Gable,PConc,SBrkr,,2,2,1,1,2,Normal,234000
561,11341,Pave,,AllPub,Sawyer,1Fam,1Story,1957,Hip,CBlock,SBrkr,,1,3,1,1,2,Normal,121500
562,10010,Pave,,AllPub,Mitchel,1Fam,1Story,1974,Gable,,SBrkr,,1,2,1,1,2,Normal,170000
563,13907,Pave,,AllPub,Edwards,1Fam,1Story,1940,Gable,CBlock,SBrkr,,1,3,1,1,0,Normal,108000
564,21780,Pave,,,Edwards,1Fam,1.5Fin,1918,Gable,BrkTil,SBrkr,,2,4,1,1,2,Normal,185000
565,13346,Pave,,AllPub,NoRidge,1Fam,2Story,1992,Gable,PConc,SBrkr,,2,4,1,1,2,Normal,268000
566,6858,Pave,,AllPub,SWISU,1Fam,2Story,1915,Gable,PConc,FuseF,,1,4,1,0,1,Normal,128000
567,11198,Pave,,AllPub,StoneBr,1Fam,2Story,2005,Hip,PConc,SBrkr,2504,2,4,1,1,3,Normal,325000
568,10171,Pave,,AllPub,NridgHt,1Fam,1Story,2004,Gable,PConc,SBrkr,1535,2,3,1,0,2,Normal,214000
569,12327,Pave,,AllPub,SawyerW,1Fam,1.5Fin,1983,Gable,CBlock,SBrkr,2132,1,1,1,1,2,Normal,316600
570,7032,Pave,,AllPub,NAmes,Duplex,SFoyer,1979,Gable,CBlock,SBrkr,943,1,2,1,2,2,Normal,135960
571,13101,Pave,,AllPub,NAmes,Duplex,1Story,1965,Gable,CBlock,SBrkr,1728,2,6,2,0,2,Normal,142600
572,7332,Pave,,AllPub,NAmes,1Fam,1Story,1959,Gable,CBlock,SBrkr,864,1,2,1,0,1,Abnorml,120000
573,13159,Pave,,AllPub,Timber,1Fam,2Story,2009,Gable,PConc,SBrkr,,2,3,1,0,2,Partial,224500
574,9967,Pave,,AllPub,Gilbert,1Fam,SLvl,2000,Gable,PConc,SBrkr,1430,2,3,1,1,2,Normal,170000
575,10500,Pave,,AllPub,NAmes,1Fam,SLvl,1971,Gambrel,CBlock,SBrkr,1109,1,3,1,0,1,Normal,139000
576,8480,Pave,,AllPub,NAmes,1Fam,1.5Fin,1947,Gable,CBlock,SBrkr,1216,1,2,1,0,1,Abnorml,118500
577,6292,Pave,,AllPub,SWISU,1Fam,1.5Fin,1928,Gable,BrkTil,SBrkr,1477,2,3,1,1,1,Normal,145000
578,11777,Pave,,AllPub,Sawyer,1Fam,SLvl,1966,Gable,CBlock,SBrkr,1320,1,3,1,2,2,Abnorml,164500
579,3604,Pave,Pave,AllPub,Somerst,TwnhsE,2Story,2007,Gable,PConc,SBrkr,1392,2,2,1,0,2,Abnorml,146000
580,12150,Pave,Grvl,AllPub,OldTown,1Fam,1.5Fin,1954,Gable,BrkTil,FuseF,1795,2,4,1,0,1,Normal,131500
581,14585,Pave,,AllPub,NAmes,1Fam,1Story,1960,Gable,CBlock,SBrkr,1429,1,3,1,2,2,Normal,181900
582,12704,Pave,,AllPub,NridgHt,1Fam,1Story,2008,Hip,PConc,SBrkr,2042,2,3,1,1,3,Partial,253293
583,11841,Grvl,,AllPub,Edwards,Duplex,SFoyer,1990,Gable,CBlock,SBrkr,816,1,3,1,0,0,Normal,118500
584,13500,Pave,,AllPub,OldTown,1Fam,2.5Unf,1893,Gable,BrkTil,SBrkr,2775,3,3,1,1,2,Normal,325000
585,6120,Pave,,AllPub,BrkSide,1Fam,1.5Fin,1935,Gable,BrkTil,SBrkr,1573,1,3,1,0,1,Normal,133000
586,11443,Pave,,AllPub,Timber,1Fam,1Story,2005,Hip,PConc,SBrkr,2028,2,2,1,2,3,Partial,369900
587,10267,Pave,,AllPub,BrkSide,1Fam,1Story,1918,Gable,BrkTil,SBrkr,838,1,2,1,0,1,Normal,130000
588,8740,Pave,,AllPub,Sawyer,1Fam,SFoyer,1982,Hip,CBlock,SBrkr,860,1,2,1,0,2,Normal,137000
589,25095,Pave,,AllPub,ClearCr,1Fam,1Story,1968,Flat,CBlock,SBrkr,1473,1,1,1,2,1,Partial,143000
590,9100,Pave,,AllPub,BrkSide,1Fam,1Story,1930,Gable,BrkTil,FuseA,935,1,2,1,0,1,Normal,79500
591,8320,Pave,,AllPub,CollgCr,1Fam,2Story,2004,Gable,PConc,SBrkr,1582,2,3,1,0,2,Normal,185900
592,13478,Pave,,AllPub,NridgHt,1Fam,2Story,2008,Gable,PConc,SBrkr,2296,2,3,1,1,3,Normal,451950
593,6600,Pave,,AllPub,Mitchel,1Fam,1Story,1982,Gable,PConc,SBrkr,816,1,2,1,0,2,Normal,138000
594,4435,Pave,,AllPub,CollgCr,TwnhsE,1Story,2003,Gable,PConc,SBrkr,848,1,1,1,0,2,Normal,140000
595,7990,Pave,,AllPub,CollgCr,1Fam,1Story,1975,Hip,CBlock,SBrkr,924,1,3,1,0,1,Normal,110000
596,11302,Pave,,AllPub,StoneBr,1Fam,1Story,2005,Gable,PConc,SBrkr,1826,2,3,1,1,3,Partial,319000
597,3600,Pave,Grvl,AllPub,OldTown,1Fam,2Story,1910,Gable,CBlock,FuseA,1368,1,3,1,0,1,Normal,114504
598,3922,Pave,,AllPub,Blmngtn,TwnhsE,1Story,2006,Gable,PConc,SBrkr,1402,0,2,1,1,3,Partial,194201
599,12984,Pave,,AllPub,Crawfor,1Fam,1Story,1977,Gable,CBlock,SBrkr,1647,2,3,1,1,2,Normal,217500
600,1950,Pave,,AllPub,Blueste,Twnhs,2Story,1980,Gable,CBlock,SBrkr,1556,2,3,1,1,2,Normal,151000
601,10927,Pave,,AllPub,NridgHt,1Fam,2Story,2005,Gable,PConc,SBrkr,1904,2,3,1,1,2,Normal,275000
602,9000,Pave,,AllPub,IDOTRR,1Fam,1.5Fin,1937,Gable,PConc,SBrkr,1375,1,3,1,1,1,Normal,141000
603,10041,Pave,,AllPub,SawyerW,1Fam,2Story,1992,Gable,PConc,SBrkr,1915,2,3,1,1,2,Abnorml,220000
604,3182,Pave,Pave,AllPub,Somerst,TwnhsE,2Story,2004,Gable,PConc,SBrkr,1200,2,2,1,0,2,Normal,151000
605,12803,Pave,,AllPub,CollgCr,1Fam,1Story,2002,Gable,PConc,SBrkr,1494,2,3,1,1,2,Normal,221000
606,13600,Pave,,AllPub,NAmes,1Fam,2Story,1965,Gable,CBlock,SBrkr,1986,2,3,1,3,2,Normal,205000
607,12464,Pave,,AllPub,CollgCr,1Fam,1Story,1996,Gable,PConc,SBrkr,1040,1,3,1,0,2,Normal,152000
608,7800,Pave,,AllPub,Edwards,1Fam,2Story,1948,Gable,CBlock,SBrkr,2008,3,3,1,0,1,Normal,225000
609,12168,Pave,,AllPub,Crawfor,1Fam,2Story,1934,Gable,PConc,SBrkr,3194,2,4,1,2,2,Alloca,359100
610,7943,Pave,,AllPub,Sawyer,1Fam,1Story,1961,Gable,CBlock,SBrkr,1029,1,3,1,0,1,Normal,118500
611,11050,Pave,,AllPub,CollgCr,1Fam,2Story,2000,Hip,PConc,SBrkr,2153,2,3,1,2,3,Normal,313000
